Date & Time,use [kW],gen [kW],Grid [kW],AC [kW],Furnace [kW],Cellar Lights [kW],Washer [kW],First Floor lights [kW],Utility Rm + Basement Bath [kW],Garage outlets [kW],MBed + KBed outlets [kW],Dryer + egauge [kW],Panel GFI (central vac) [kW],Home Office (R) [kW],Dining room (R) [kW],Microwave (R) [kW],Fridge (R) [kW]
2014-02-25 05:00:00,0.288186111,0.0,0.288186111,0.000138889,0.060910556,0.005236111,9.2778e-05,0.003652778,0.003822222,0.004883333,0.002321111,6e-05,0.007195556,0.095598889,0.003929444,0.004521111,0.016456667
2014-02-25 05:30:00,0.668620556,0.0,0.668620556,0.001445556,0.355862222,0.005418889,5.2222e-05,0.003482778,0.003523889,0.004897778,0.002330556,0.000114444,0.007220556,0.097467778,0.003667222,0.004143333,0.102251111
2014-02-25 06:00:00,0.618318889,0.0,0.618318889,0.001657778,0.391350556,0.005422222,4.6667e-05,0.003512778,0.003531667,0.004950556,0.002308889,0.000182222,0.007207222,0.097894444,0.003462778,0.004057222,0.016667222
2014-02-25 06:30:00,0.708236111,0.0,0.708236111,0.001668333,0.404475556,0.005527778,7.8889e-05,0.003482222,0.003491667,0.004943889,0.002333889,0.000106667,0.007262222,0.098525,0.003775,0.004134444,0.103434444
2014-02-25 07:00:00,0.513177222,0.0,0.513177222,0.000928333,0.238452778,0.005631667,1.0556e-05,0.003593889,0.003676667,0.005010556,0.002332778,9.3333e-05,0.007226667,0.097602778,0.004042778,0.01727,0.050120556
2014-02-25 07:30:00,0.931878889,0.0,0.931878889,0.000788889,0.211472778,0.005652222,1.1667e-05,0.003577222,0.003684444,0.005037778,0.002345556,4.4444e-05,0.007287778,0.097730556,0.003807222,0.207421667,0.144908333
2014-02-25 08:00:00,0.805878889,0.0,0.805878889,0.0006,0.179582222,0.005683333,1.7778e-05,0.003581667,0.003692778,0.005008889,0.003728333,0.0,0.007296111,0.097128889,0.004354444,0.068838333,0.146182222
2014-02-25 08:30:00,0.449867778,0.0,0.449867778,4.5e-05,0.050535,0.025713333,1.3889e-05,0.003607222,0.003911667,0.020486667,0.002404444,2.8889e-05,0.007286667,0.098169444,0.004452778,0.004923333,0.141002778
2014-02-25 09:00:00,0.424483889,0.0,0.424483889,0.000172778,0.010033333,0.005626667,5.9444e-05,0.003667222,0.00389,0.004970556,0.002416111,8.7778e-05,0.007288333,0.096655556,0.004503333,0.00494,0.228986667
2014-02-25 09:30:00,0.351013889,0.0,0.351013889,0.000161667,0.009915,0.005576111,7.8333e-05,0.003673889,0.003840556,0.004888333,0.002381667,4.1667e-05,0.007245,0.094756667,0.004311667,0.004692222,0.138649444
2014-02-25 10:00:00,0.348882222,0.0,0.348882222,0.000172222,0.009858333,0.005596111,8.3333e-05,0.003667222,0.003877222,0.004932222,0.002400556,3.7222e-05,0.007254444,0.096474444,0.004583333,0.004878889,0.144800556
2014-02-25 10:30:00,0.342329444,0.0,0.342329444,0.000176111,0.009805556,0.005585556,8.1111e-05,0.003656111,0.003865,0.004918333,0.002376111,3.7778e-05,0.007242222,0.098436111,0.004703333,0.004965,0.129056111
2014-02-25 11:00:00,0.228675,0.0,0.228675,0.000127778,0.009825556,0.005510556,0.000102222,0.003692222,0.003875,0.004911667,0.002301111,4.6667e-05,0.007182222,0.097508333,0.004602222,0.004893333,0.015322222
2014-02-25 11:30:00,0.329939444,0.0,0.329939444,0.000177778,0.009802222,0.005565,8.4444e-05,0.003660556,0.003875,0.004934444,0.002342222,3.2222e-05,0.007225556,0.098204444,0.004611111,0.00493,0.114558889
2014-02-25 12:00:00,0.221981667,0.0,0.221981667,0.000105,0.009913889,0.005522778,0.000112222,0.003717778,0.003886667,0.004955556,0.002347222,4.5556e-05,0.007192222,0.097646111,0.004603889,0.00494,0.007048889
2014-02-25 12:30:00,0.324143333,0.0,0.324143333,0.000119444,0.009797222,0.005543333,8.3889e-05,0.003660556,0.003842222,0.004892778,0.002372222,1.5556e-05,0.00722,0.097877778,0.004622778,0.004941667,0.110167222
2014-02-25 13:00:00,0.221151667,0.0,0.221151667,8.9444e-05,0.009888333,0.005489444,0.000105,0.003706667,0.003842222,0.004899444,0.002292222,5.2222e-05,0.007155,0.096963889,0.004538333,0.004895556,0.00669
2014-02-25 13:30:00,0.416843889,0.0,0.416843889,0.000178889,0.010056667,0.005608333,5.4444e-05,0.003665556,0.003820556,0.016225556,0.002335,2.8889e-05,0.007225,0.097406111,0.004646667,0.094798889,0.103341667
2014-02-25 14:00:00,0.295345,0.0,0.295345,0.000116111,0.010037222,0.005553333,0.000100556,0.00372,0.00389,0.004977222,0.002346111,5.556e-06,0.007247222,0.097139444,0.009896667,0.005003889,0.066963889
2014-02-25 14:30:00,0.400777222,0.0,0.400777222,2e-05,0.037903333,0.022012222,7.5556e-05,0.003686111,0.003861111,0.004943333,0.002368889,1.8889e-05,0.007251111,0.097435,0.011058889,0.005023889,0.096366111
2014-02-25 15:00:00,0.638037222,0.0,0.638037222,0.000946111,0.195777222,0.083371667,1.2222e-05,0.003554444,0.003857222,0.005017778,0.002341667,5.6667e-05,0.007247222,0.096133333,0.010707778,0.004723889,0.024240556
2014-02-25 15:30:00,0.320581667,0.0,0.320581667,0.000119444,0.010080556,0.005566667,9.4444e-05,0.003697778,0.003872222,0.004952778,0.002327222,8.889e-06,0.00722,0.096894444,0.009419444,0.004929444,0.089018333
2014-02-25 16:00:00,0.445824444,0.0,0.445824444,0.000772222,0.202778333,0.005619444,4.6667e-05,0.003632778,0.003678889,0.004948333,0.002317222,0.000105556,0.007197778,0.096905556,0.007428889,0.004645556,0.00817
2014-02-25 16:30:00,0.723079444,0.0,0.723079444,0.001646667,0.40433,0.005768333,4.1111e-05,0.003526111,0.003501667,0.004982222,0.002338333,0.000127778,0.007287778,0.09837,0.006822222,0.004332222,0.09564
2014-02-25 17:00:00,0.692699444,0.0,0.692699444,0.001684444,0.415841111,0.005778889,8.3889e-05,0.006071667,0.003465,0.027694444,0.002323889,0.00016,0.007275,0.097192778,0.005146667,0.005126667,0.041543333
2014-02-25 17:30:00,0.971720556,0.0,0.971720556,0.001615556,0.397155556,0.005728889,1.5e-05,0.016891667,0.003484444,0.004891667,0.008825,4.8889e-05,0.007325,0.097157778,0.005133889,0.135436111,0.149139444
2014-02-25 18:00:00,0.930658333,0.0,0.930658333,0.001087778,0.253934444,0.029006667,7.2222e-05,0.021088333,0.003732222,0.005035,0.017735556,6.4444e-05,0.007292778,0.111583889,0.007842222,0.004042778,0.145677778
2014-02-25 18:30:00,1.170786111,0.0,1.170786111,0.001983889,0.4067,0.005463333,7.7778e-05,0.016775556,0.003573889,0.004952778,0.012227222,0.00027,0.00717,0.099127222,0.007617778,0.003836667,0.024769444
2014-02-25 19:00:00,1.317636667,0.0,1.317636667,0.001474444,0.277313333,0.022827778,0.000142222,0.028037778,0.003692778,0.017111667,0.032256667,0.00018,0.007176667,0.097816111,0.004521667,0.004138333,0.119778333
2014-02-25 19:30:00,0.810621111,0.0,0.810621111,0.001122222,0.226337778,0.005365,0.000207222,0.027602222,0.003698889,0.011823889,0.044868333,0.000132222,0.0072,0.097213889,0.004810556,0.004181667,0.022605
2014-02-25 20:00:00,0.437078889,0.0,0.437078889,0.000408333,0.105015556,0.005347222,0.00017,0.017095,0.003794444,0.013638889,0.037158889,1e-05,0.007219444,0.095739444,0.005093333,0.004596667,0.090037222
2014-02-25 20:30:00,0.904393333,0.0,0.904393333,0.001595556,0.298444444,0.066833889,0.000122778,0.016981111,0.003686111,0.007761667,0.066043333,1e-05,0.007284444,0.095825556,0.004353333,0.138232778,0.067209444
2014-02-25 21:00:00,0.424095,0.0,0.424095,5.6667e-05,0.041282222,0.013022778,9.9444e-05,0.017171111,0.003835,0.004852778,0.008308889,3.2222e-05,0.007221667,0.094804444,0.005041667,0.004826667,0.119594444
2014-02-25 21:30:00,0.515797778,0.0,0.515797778,0.001308333,0.30223,0.005502222,3e-05,0.017147222,0.003666667,0.004984444,0.004645556,0.000143333,0.007216667,0.097138333,0.004305,0.004598333,0.006533889
2014-02-25 22:00:00,0.709542778,0.0,0.709542778,0.001818889,0.421327778,0.005585556,3.9444e-05,0.017015,0.003536111,0.004983889,0.002737778,0.000132778,0.007277778,0.096930556,0.004189444,0.004575,0.106450556
2014-02-25 22:30:00,0.364176667,0.0,0.364176667,0.000622778,0.160874444,0.005444444,7.7778e-05,0.013061111,0.003813333,0.004998889,0.002648333,0.000112778,0.007197778,0.096812222,0.004703333,0.004771111,0.016361667
2014-02-25 23:00:00,0.703500556,0.0,0.703500556,0.001768889,0.422802222,0.005631111,6.1667e-05,0.003560556,0.003560556,0.005029444,0.002636111,0.000133333,0.007281667,0.097661111,0.004016111,0.004532222,0.111803889
2014-02-25 23:30:00,0.323803333,0.0,0.323803333,0.000457778,0.135211111,0.005435556,6.2778e-05,0.003707222,0.003905,0.005068333,0.002616111,0.000117778,0.007205556,0.098160556,0.004253889,0.004656667,0.008848889
2014-02-26 00:00:00,0.694871111,0.0,0.694871111,0.001675,0.412191667,0.005632222,6.6111e-05,0.00357,0.003632778,0.005107222,0.002671667,0.000135556,0.007292778,0.098622778,0.003892778,0.004491111,0.108692778
2014-02-26 00:30:00,0.370418889,0.0,0.370418889,0.0006,0.168486111,0.005463889,5.6667e-05,0.003707778,0.003892778,0.005111667,0.002666667,0.000121111,0.007229444,0.097748889,0.004163333,0.004677222,0.015152778
2014-02-26 01:00:00,0.759448889,0.0,0.759448889,0.001452222,0.378470556,0.005670556,7.5e-05,0.003562778,0.003647222,0.005095556,0.002657222,7.6667e-05,0.007351667,0.096147222,0.003986667,0.004427222,0.221599444
2014-02-26 01:30:00,0.505176667,0.0,0.505176667,0.000625,0.185088333,0.005508889,2.7222e-05,0.003641667,0.00381,0.005037778,0.002635556,4.2222e-05,0.007272778,0.096488333,0.003910556,0.004363333,0.145195
2014-02-26 02:00:00,0.478303333,0.0,0.478303333,0.000612222,0.183771111,0.005488889,2.8333e-05,0.003647222,0.003813889,0.005040556,0.002651667,6.5556e-05,0.007231667,0.096248333,0.004246111,0.004401111,0.116311111
2014-02-26 02:30:00,0.382361667,0.0,0.382361667,0.000639444,0.165391111,0.021468889,5.1111e-05,0.003680556,0.003871111,0.005043889,0.002632778,0.000115556,0.007172222,0.096621111,0.003986667,0.004361667,0.023937778
2014-02-26 03:00:00,0.616674444,0.0,0.616674444,0.001321667,0.333726667,0.005571111,2.2222e-05,0.003598889,0.003610556,0.004995,0.002655556,0.000125556,0.007255,0.096353333,0.004014444,0.004346111,0.115562222
2014-02-26 03:30:00,0.2741,0.0,0.2741,0.000271111,0.089986667,0.005385,0.000102778,0.003730556,0.003819444,0.004936667,0.002633889,9.7778e-05,0.007149444,0.095745,0.004718333,0.004761667,0.006547222
2014-02-26 04:00:00,0.726462778,0.0,0.726462778,0.001725556,0.418383889,0.005576111,6.7222e-05,0.003538333,0.003487222,0.004961111,0.002643889,0.000127778,0.007252222,0.100693333,0.004130556,0.004313333,0.130666667
2014-02-26 04:30:00,0.237520556,0.0,0.237520556,9.5556e-05,0.053523889,0.005335556,0.00011,0.003721111,0.003826111,0.004888333,0.002611111,7.7778e-05,0.007151111,0.094119444,0.004603889,0.004592222,0.006556667
2014-02-26 05:00:00,0.654669444,0.0,0.654669444,0.001503333,0.365575,0.005477222,4.1667e-05,0.003510556,0.003494444,0.004885,0.002605556,0.000114444,0.007288333,0.095668333,0.004364444,0.004566667,0.115948889
2014-02-26 05:30:00,0.622133889,0.0,0.622133889,0.00178,0.412936667,0.005486667,4.5556e-05,0.003539444,0.003470556,0.004893333,0.002582222,0.000197778,0.007192778,0.096986667,0.004079444,0.004508333,0.009911667
2014-02-26 06:00:00,0.77827,0.0,0.77827,0.001476111,0.374266667,0.005598889,6.7778e-05,0.003519444,0.003457222,0.004848333,0.002645556,9.1111e-05,0.007250556,0.096048889,0.004501111,0.048918889,0.131176111
2014-02-26 06:30:00,0.677974444,0.0,0.677974444,0.001631111,0.388373333,0.005576667,5.4444e-05,0.003566667,0.003487778,0.004927778,0.002588333,0.000164444,0.007228889,0.097581667,0.004248889,0.114967778,0.006566667
2014-02-26 07:00:00,0.626447222,0.0,0.626447222,0.001085556,0.279465,0.010982778,1.6667e-05,0.003587778,0.003637222,0.005019444,0.002618889,5.5556e-05,0.007277778,0.097637222,0.004711667,0.041675,0.126178333
2014-02-26 07:30:00,1.013817222,0.0,1.013817222,0.000957778,0.219898889,0.047878889,5e-06,0.003622778,0.003774444,0.005070556,0.002612222,9.6667e-05,0.007237778,0.097748889,0.004068333,0.152386111,0.06123
2014-02-26 08:00:00,0.929225,0.0,0.929225,0.001784444,0.387402778,0.075222778,6.2222e-05,0.003488333,0.003626667,0.005013889,0.01322,3e-05,0.007329444,0.097404444,0.005882222,0.004602222,0.150616667
2014-02-26 08:30:00,0.372852778,0.0,0.372852778,2e-05,0.047447222,0.005666667,3.0556e-05,0.003668333,0.003836111,0.020178889,0.00256,2.1111e-05,0.007278333,0.097703889,0.005505556,0.004928333,0.14638
2014-02-26 09:00:00,0.237802222,0.0,0.237802222,8.6667e-05,0.010102778,0.00556,9.8889e-05,0.003735,0.003897222,0.004989444,0.002509444,1.4444e-05,0.007251111,0.097351667,0.004376667,0.00492,0.060476111
2014-02-26 09:30:00,0.249953889,0.0,0.249953889,0.000112222,0.009991111,0.005575,9.9444e-05,0.003731111,0.003898889,0.004995,0.002511111,1e-05,0.007225556,0.09812,0.004571667,0.004987222,0.069619444
2014-02-26 10:00:00,0.228390556,0.0,0.228390556,0.000116667,0.010079444,0.005589444,0.000101111,0.003754444,0.003918333,0.005006667,0.002518889,1.8889e-05,0.007207222,0.097253889,0.004438889,0.004964444,0.054326111
2014-02-26 10:30:00,0.242232778,0.0,0.242232778,0.000125,0.009966111,0.005596667,0.0001,0.003733333,0.003917778,0.005006111,0.002499444,1.4444e-05,0.007221111,0.098152222,0.00444,0.004965556,0.05949
2014-02-26 11:00:00,0.241457222,0.0,0.241457222,0.000136111,0.010017778,0.005566667,9.5556e-05,0.003718889,0.003946111,0.005036111,0.002443889,1.4444e-05,0.007242222,0.097487222,0.004131111,0.004848889,0.068037778
2014-02-26 11:30:00,0.211048333,0.0,0.211048333,0.000146111,0.009897778,0.005507778,0.0001,0.003692778,0.003941111,0.005003889,0.002398889,3.5556e-05,0.007218333,0.098441667,0.004243889,0.004793889,0.027236667
2014-02-26 12:00:00,0.278941111,0.0,0.278941111,0.000129444,0.009823889,0.023211111,7.0556e-05,0.003647222,0.003993333,0.005045,0.002447778,4.444e-06,0.007236667,0.097285,0.004311111,0.004712222,0.089082778
2014-02-26 12:30:00,0.193067778,0.0,0.193067778,0.00013,0.009758333,0.005475,9.6111e-05,0.003685556,0.003963333,0.005050556,0.002422778,5e-05,0.007186667,0.099531667,0.004582778,0.004911111,0.006519444
2014-02-26 13:00:00,0.28668,0.0,0.28668,0.000126667,0.009789444,0.005488889,7.6667e-05,0.003625556,0.003916111,0.005010556,0.002387222,2.2222e-05,0.007222222,0.09825,0.004688333,0.004933889,0.118049444
2014-02-26 13:30:00,0.191631667,0.0,0.191631667,9.6111e-05,0.009891667,0.005484444,0.000100556,0.003706667,0.003935556,0.005019444,0.002383889,5.4444e-05,0.007186667,0.098433889,0.004513889,0.004880556,0.006523333
2014-02-26 14:00:00,0.241216667,0.0,0.241216667,0.000108333,0.010015556,0.005554444,9.6111e-05,0.003717778,0.003905,0.00499,0.002458333,1.2222e-05,0.007237778,0.097610556,0.004589444,0.004948333,0.068865
2014-02-26 14:30:00,0.227476111,0.0,0.227476111,0.000106111,0.009994444,0.005528333,0.000103333,0.003708889,0.003926667,0.005037778,0.002460556,2.7778e-05,0.007220556,0.098538889,0.004609444,0.004957222,0.044937778
2014-02-26 15:00:00,0.218338889,0.0,0.218338889,2.4444e-05,0.036769444,0.005562778,0.000101111,0.003732778,0.003886111,0.005021667,0.002446111,5.3333e-05,0.007204444,0.097756111,0.004634444,0.004968889,0.006588889
2014-02-26 15:30:00,0.482667778,0.0,0.482667778,0.000803333,0.219292778,0.005681667,2.3333e-05,0.003613333,0.003721667,0.005036667,0.002451111,7.2222e-05,0.007289444,0.098731667,0.004186667,0.004732222,0.104221111
2014-02-26 16:00:00,0.193346111,0.0,0.193346111,9.6667e-05,0.010016111,0.005545,0.000112778,0.003746667,0.00394,0.005032222,0.002406667,5.2222e-05,0.007221667,0.098236111,0.004475,0.004900556,0.006583889
2014-02-26 16:30:00,0.612811111,0.0,0.612811111,0.001561111,0.386023333,0.005758333,2.3889e-05,0.003566111,0.003596667,0.005085,0.002413889,0.000158889,0.007296111,0.099790556,0.00379,0.004545,0.06513
2014-02-26 17:00:00,0.638512222,0.0,0.638512222,0.001537778,0.393362222,0.005801667,8.7778e-05,0.006095,0.003545556,0.028649444,0.002399444,0.000158889,0.007292222,0.098952778,0.003790556,0.004516111,0.047470556
2014-02-26 17:30:00,0.915983333,0.0,0.915983333,0.001598889,0.387682222,0.021432222,5.1111e-05,0.016773333,0.003531111,0.008686111,0.002447778,5.8889e-05,0.007346111,0.099526667,0.010298333,0.096096111,0.104856667
2014-02-26 18:00:00,1.041041111,0.0,1.041041111,0.001591111,0.385276667,0.022413333,3.2222e-05,0.016708333,0.003478333,0.004850556,0.017551667,5.3333e-05,0.007398333,0.097647778,0.007331111,0.004438333,0.261694444
2014-02-26 18:30:00,0.88433,0.0,0.88433,0.00144,0.337095,0.025968333,2.6667e-05,0.016634444,0.003601111,0.004923889,0.025302778,2.2222e-05,0.007356111,0.114373889,0.004263889,0.004461111,0.104970556
2014-02-26 19:00:00,0.679523333,0.0,0.679523333,0.000809444,0.204818333,0.009761667,8e-05,0.016641667,0.003696667,0.004911111,0.024696111,2.7778e-05,0.007297222,0.104569444,0.004346667,0.004656111,0.150414444
2014-02-26 19:30:00,0.649346667,0.0,0.649346667,0.001010556,0.241284444,0.006278333,7.8333e-05,0.016565,0.003673333,0.004929444,0.024623333,2e-05,0.007261667,0.097441111,0.004224444,0.004591667,0.103438333
2014-02-26 20:00:00,0.388832778,0.0,0.388832778,0.000146667,0.051563889,0.005283333,0.000166667,0.022171667,0.003857778,0.004858889,0.025055556,1.5556e-05,0.007203889,0.097071667,0.004256111,0.004723333,0.081025
2014-02-26 20:30:00,0.600633889,0.0,0.600633889,0.001123333,0.259169444,0.005404444,7.7778e-05,0.016593889,0.003643333,0.00492,0.026774444,5e-05,0.007236667,0.097963889,0.004125,0.004461667,0.086735
2014-02-26 21:00:00,0.530116667,0.0,0.530116667,0.001031111,0.237058889,0.005757222,0.000106667,0.01662,0.003693889,0.009814444,0.032955,8.4444e-05,0.007221667,0.096162222,0.003807778,0.004323889,0.030968889
2014-02-26 21:30:00,0.435627222,0.0,0.435627222,0.000236667,0.064654444,0.00533,0.000198333,0.016750556,0.003878889,0.004946111,0.046247222,1.5556e-05,0.007251111,0.096712778,0.004208889,0.060400556,0.084933889
2014-02-26 22:00:00,0.286158333,0.0,0.286158333,5.7222e-05,0.019622778,0.005315,0.000137778,0.016552222,0.003906667,0.004893333,0.01335,1.3333e-05,0.007194444,0.096720556,0.004263889,0.004753333,0.071761667
2014-02-26 22:30:00,0.658859444,0.0,0.658859444,0.001792222,0.424296667,0.00559,5.0556e-05,0.012412778,0.003542778,0.004965556,0.00316,0.00019,0.007236111,0.0975,0.00348,0.004429444,0.057891111
2014-02-26 23:00:00,0.477311667,0.0,0.477311667,0.001072222,0.273089444,0.005513889,6.667e-06,0.003645556,0.003712222,0.005010556,0.003514444,0.000161111,0.007226667,0.096797222,0.003792778,0.004582778,0.033257778
2014-02-26 23:30:00,0.489355556,0.0,0.489355556,0.000855556,0.228836667,0.005524444,9.444e-06,0.003652222,0.003763333,0.005028333,0.003169444,9.7778e-05,0.007229444,0.097582778,0.003859444,0.004635,0.093363889
2014-02-27 00:00:00,0.571043333,0.0,0.571043333,0.001640556,0.390518889,0.005575,2.6111e-05,0.003638889,0.003626667,0.005078889,0.003972778,0.000213333,0.007222778,0.097787222,0.003612222,0.004532222,0.006484444
2014-02-27 00:30:00,0.420883333,0.0,0.420883333,0.000397222,0.124368889,0.021213333,4.2778e-05,0.003661111,0.003881667,0.005018889,0.003324444,5e-05,0.007241111,0.097467778,0.004081667,0.004737778,0.114425556
2014-02-27 01:00:00,0.596717778,0.0,0.596717778,0.001767778,0.417302222,0.005583333,3.3333e-05,0.003628333,0.003578333,0.005053333,0.003485,0.00022,0.007230556,0.097486111,0.003571667,0.004495556,0.006498333
2014-02-27 01:30:00,0.381591667,0.0,0.381591667,0.000256667,0.104917778,0.005427778,6.1667e-05,0.003685,0.003885,0.005030556,0.003146667,4.1111e-05,0.007246111,0.097972778,0.004121111,0.004745556,0.109636111
2014-02-27 02:00:00,0.607606111,0.0,0.607606111,0.001787222,0.422787778,0.005562222,3.3889e-05,0.003615556,0.003603333,0.005092778,0.003532222,0.000226667,0.007232778,0.097466111,0.003458333,0.004452222,0.012143889
2014-02-27 02:30:00,0.407097778,0.0,0.407097778,0.000539444,0.156692778,0.005457222,6.6111e-05,0.003687778,0.003781667,0.004997778,0.003201111,7.3333e-05,0.007210556,0.096715,0.004156667,0.004728333,0.082506111
2014-02-27 03:00:00,0.576268333,0.0,0.576268333,0.001613333,0.379348333,0.005551111,5.556e-06,0.003628889,0.003571111,0.005009444,0.003535,0.000185556,0.007203333,0.096115,0.003789444,0.004347222,0.026579444
2014-02-27 03:30:00,0.478186111,0.0,0.478186111,0.000886111,0.23208,0.005508889,3.3333e-05,0.003666111,0.00371,0.004994444,0.003503889,0.0001,0.007207222,0.09679,0.003912222,0.004521111,0.078331111
2014-02-27 04:00:00,0.430306111,0.0,0.430306111,0.000857778,0.221205,0.005461111,4.1667e-05,0.003684444,0.003746667,0.005013333,0.003162222,0.000124444,0.007200556,0.101630556,0.00393,0.004496667,0.032939444
2014-02-27 04:30:00,0.659951667,0.0,0.659951667,0.001780556,0.420912222,0.005567778,4.6111e-05,0.003587222,0.003533333,0.005025556,0.003541111,0.000175556,0.007225,0.09755,0.003786667,0.004263333,0.071047778
2014-02-27 05:00:00,0.308358333,0.0,0.308358333,0.000215,0.087539444,0.005343889,8.6667e-05,0.003683333,0.003788889,0.004886667,0.003155,6.8889e-05,0.007213889,0.095786667,0.00412,0.004698333,0.051577778
2014-02-27 05:30:00,0.571360556,0.0,0.571360556,0.001483889,0.353097222,0.005437778,8.889e-06,0.003557222,0.003533333,0.004903333,0.00561,0.000171111,0.007190556,0.097182778,0.003862778,0.004249444,0.047333889
2014-02-27 06:00:00,0.833962778,0.0,0.833962778,0.001719444,0.406094444,0.021560556,4.9444e-05,0.003501111,0.003461667,0.004875,0.007132778,0.000137778,0.007247222,0.096450556,0.003778889,0.189342778,0.073349444
2014-02-27 06:30:00,0.635191111,0.0,0.635191111,0.001710556,0.406656667,0.005548333,5e-05,0.003553333,0.003496111,0.004953889,0.002416111,0.00018,0.007243889,0.098952778,0.003942778,0.032568889,0.027303333
2014-02-27 07:00:00,0.594967778,0.0,0.594967778,0.001005,0.266993889,0.005726667,1.2222e-05,0.003589444,0.003636667,0.004987778,0.002461111,4.7778e-05,0.007272778,0.097810556,0.004235,0.004652222,0.149236667
2014-02-27 07:30:00,1.090752222,0.0,1.090752222,0.001430556,0.326819444,0.040272222,3.1667e-05,0.003551111,0.003653889,0.005031111,0.002387778,9.7778e-05,0.007278889,0.098077222,0.003642778,0.106174444,0.147755
2014-02-27 08:00:00,0.865164444,0.0,0.865164444,0.001386111,0.320386111,0.046238333,8.889e-06,0.003542778,0.003652222,0.004995,0.013519444,3.7778e-05,0.007318333,0.09777,0.00401,0.028706111,0.149321667
2014-02-27 08:30:00,0.986732778,0.0,0.986732778,2.2778e-05,0.010052222,0.006526111,0.000168889,0.003832778,0.003955,0.017833889,0.014796667,0.000162222,0.007119444,0.101621667,0.003598889,0.004413889,0.144476667
2014-02-27 09:00:00,0.885487778,0.0,0.885487778,5.2222e-05,0.009899444,0.005366667,0.000205556,0.003843889,0.003984444,0.00489,0.014281667,0.000174444,0.007118889,0.100577778,0.003602222,0.004418889,0.104570556
2014-02-27 09:30:00,0.647926667,0.0,0.647926667,4.2778e-05,0.009977222,0.021187222,0.000145,0.003750556,0.003954444,0.004823333,0.014088333,7.778e-06,0.007228889,0.098756111,0.004209444,0.004701667,0.188936111
2014-02-27 10:00:00,0.32568,0.0,0.32568,0.000146667,0.010127778,0.005580556,0.000125,0.003717778,0.003922222,0.004839444,0.01367,6.1111e-05,0.007290556,0.096536111,0.004571667,0.004849444,0.151993333
2014-02-27 10:30:00,0.321125556,0.0,0.321125556,0.000133333,0.009932778,0.005578889,0.000126667,0.003713889,0.003915,0.004827222,0.013075,6.1111e-05,0.007277778,0.096975,0.004567222,0.004823889,0.146975
2014-02-27 11:00:00,0.221317222,0.0,0.221317222,0.000107222,0.009912222,0.005509444,0.000143889,0.003722778,0.003882222,0.004757778,0.011360556,2.2222e-05,0.007213333,0.097687222,0.004543889,0.004864444,0.041021111
2014-02-27 11:30:00,0.286313889,0.0,0.286313889,0.000122222,0.009965556,0.005547222,0.000127778,0.003681667,0.003859444,0.004878889,0.007624444,3.3333e-05,0.007246111,0.098362222,0.004725556,0.004967778,0.115732778
2014-02-27 12:00:00,0.221161111,0.0,0.221161111,9.5556e-05,0.00995,0.005485,0.000136667,0.003697778,0.003868889,0.004933333,0.005474444,1.6667e-05,0.007211667,0.098878333,0.004625556,0.004933889,0.046354444
2014-02-27 12:30:00,0.239976667,0.0,0.239976667,0.000105,0.009985556,0.005516667,0.000123333,0.003727778,0.003883889,0.004957778,0.004313889,6.667e-06,0.007215556,0.09879,0.004636111,0.004962222,0.067864444
2014-02-27 13:00:00,0.233496667,0.0,0.233496667,0.000105556,0.009913889,0.00552,0.000119444,0.003723889,0.003889444,0.004968889,0.002501667,1.4444e-05,0.007223889,0.098017222,0.004729444,0.004991111,0.063833889
2014-02-27 13:30:00,0.224651111,0.0,0.224651111,0.000109444,0.010003333,0.005503889,0.000120556,0.003726111,0.003907222,0.004999444,0.002487778,2.2222e-05,0.007226111,0.098531111,0.004729444,0.005002222,0.053706667
2014-02-27 14:00:00,0.396473889,0.0,0.396473889,0.000726111,0.1952,0.005592778,6e-05,0.003662778,0.003757778,0.005044444,0.002501667,0.000111111,0.007257222,0.099245,0.004365556,0.004818889,0.039664444
2014-02-27 14:30:00,0.240992222,0.0,0.240992222,0.000107222,0.010003889,0.005518889,0.000114444,0.003715,0.003886667,0.004976667,0.002517222,1e-05,0.007232222,0.098719444,0.004769444,0.005015556,0.070991667
2014-02-27 15:00:00,0.286164444,0.0,0.286164444,0.000373333,0.113236111,0.005538333,8.8889e-05,0.003692222,0.003814444,0.005011667,0.002483333,8.7778e-05,0.007220556,0.097963889,0.004416111,0.004813889,0.008923889
2014-02-27 15:30:00,0.374533889,0.0,0.374533889,0.000303333,0.098352222,0.021221111,6.6667e-05,0.003656667,0.003838333,0.004989444,0.002529444,2.6667e-05,0.007268889,0.098118333,0.004426111,0.004817778,0.09944
2014-02-27 16:00:00,0.787241667,0.0,0.787241667,0.001642778,0.404826111,0.005745,3.5556e-05,0.003535,0.003511111,0.005009444,0.002508333,0.000146667,0.007299444,0.096647222,0.003848333,0.104100556,0.046337778
2014-02-27 16:30:00,0.767088889,0.0,0.767088889,0.001634444,0.410542222,0.005763889,6.5e-05,0.003502222,0.003511667,0.016146111,0.002528889,0.000127778,0.007317778,0.099388889,0.003998889,0.004325556,0.077455556
2014-02-27 17:00:00,1.024204444,0.0,1.024204444,0.001812222,0.409025556,0.049635,5.9444e-05,0.006020556,0.003552778,0.005213333,0.002725556,9.1111e-05,0.007336111,0.096976667,0.003147778,0.060268333,0.103328333
